"id","label.x","abgeordnetenwatch_url","first_name","last_name","sex","year_of_birth","party.id","party.label","education","occupation","statistic_questions","statistic_questions_answered","residence","field_title","party_past","birth_name","id.mandat","parliament_period_label","politician_abgeordnetenwatch_url","start_date","end_date","info","electoral_data_id","electoral_data_electoral_list.id","electoral_data_electoral_list.label","electoral_data_list_position","electoral_data_constituency.id","electoral_data_constituency.label","electoral_data_constituency_result","electoral_data_constituency_result_count","electoral_data_mandate_won","latitude","longitude"
79349,"Kerstin Griese","https://www.abgeordnetenwatch.de/profile/kerstin-griese","Kerstin","Griese","f",1966,1,"SPD","Historikerin","MdB, Parlamentarische Staatssekretärin im Bundesministerium für Arbeit und Soziales",42,35,NA,NA,NA,NA,46177,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/kerstin-griese",NA,NA,NA,46177,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",4,4229,"105 - Mettmann II (Bundestag 2017 - 2021)",30.2,NA,"list",51.317999,6.99222514572808
79387,"Saskia Esken","https://www.abgeordnetenwatch.de/profile/saskia-esken","Saskia","Esken","f",1961,1,"SPD","staatl. gepr. Informatikerin","MdB/ SPD-Parteivorsitzende",69,NA,NA,NA,NA,NA,46168,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/saskia-esken",NA,NA,NA,46168,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",15,4404,"280 - Calw (Bundestag 2017 - 2021)",NA,NA,"list",48.7112108,8.7452043
73229,"Frank Magnitz","https://www.abgeordnetenwatch.de/profile/frank-magnitz","Frank","Magnitz","m",1952,9,"AfD",NA,"MdB",1,NA,NA,NA,NA,NA,46155,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/frank-magnitz",NA,NA,NA,46155,110,"Landesliste Bremen (Bundestag 2017 - 2021)",1,4179,"55 - Bremen II - Bremerhaven (Bundestag 2017 - 2021)",11.4,NA,"list",53.54333155,8.58773600723937
145867,"Sepp Müller","https://www.abgeordnetenwatch.de/profile/sepp-mueller","Sepp","Müller","m",1989,2,"CDU","diplomierter Bankbetriebswirt","MdB",11,10,NA,NA,NA,NA,46143,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sepp-mueller",NA,NA,NA,46143,119,"Landesliste Sachsen-Anhalt (Bundestag 2017 - 2021)",6,4194,"70 - Dessau - Wittenberg (Bundestag 2017 - 2021)",35.2,NA,"constituency",51.8275409,12.638179201948
79327,"Metin Hakverdi","https://www.abgeordnetenwatch.de/profile/metin-hakverdi","Metin","Hakverdi","m",1969,1,"SPD","Jurist","MdB",42,34,NA,NA,NA,NA,46138,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/metin-hakverdi",NA,NA,NA,46138,111,"Landesliste Hamburg (Bundestag 2017 - 2021)",8,4147,"23 - Hamburg-Bergedorf - Harburg (Bundestag 2017 - 2021)",34.8,NA,"constituency",53.4691624,10.0340974654947
31280,"Lars Herrmann","https://www.abgeordnetenwatch.de/profile/lars-herrmann","Lars","Herrmann","m",1977,185,"parteilos","gehobener Polizeivollzugsdienst","MdB",7,2,NA,NA,NA,NA,46133,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/lars-herrmann",NA,NA,NA,46133,118,"Landesliste Sachsen (Bundestag 2017 - 2021)",10,4278,"154 - Leipzig-Land (Bundestag 2017 - 2021)",28.7,NA,"list",51.22391185,12.5529468541132
31216,"Alexander Gauland","https://www.abgeordnetenwatch.de/profile/alexander-gauland","Alexander","Gauland","m",1941,9,"AfD","Jurist","MdB",9,NA,NA,"Dr.",NA,NA,46027,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/alexander-gauland",NA,NA,NA,46027,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",1,4187,"63 - Frankfurt (Oder) - Oder-Spree (Bundestag 2017 - 2021)",21.9,NA,"list",50.1106444,8.6820917
108379,"Alice Weidel","https://www.abgeordnetenwatch.de/profile/alice-weidel","Alice","Weidel","f",1979,9,"AfD","Volkswirtin","MdB, Fraktionsvorsitzende AfD im Bundestag",122,NA,NA,NA,NA,NA,46026,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/alice-weidel",NA,NA,NA,46026,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",1,4417,"293 - Bodensee (Bundestag 2017 - 2021)",10.4,NA,"list",47.6477691,9.3471796037467
119742,"Christian Lindner","https://www.abgeordnetenwatch.de/profile/christian-lindner","Christian","Lindner","m",1979,4,"FDP","Politikwissenschaften, Staatsrecht und Philosophie","Bundesminister der Finanzen, MdB, FDP-Parteivorsitzender",1620,641,NA,NA,NA,NA,46025,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/christian-lindner",NA,NA,NA,46025,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",1,4224,"100 - Rheinisch-Bergischer Kreis (Bundestag 2017 - 2021)",15.7,NA,"list",51.01403715,7.17161321648333
78886,"Katrin Göring-Eckardt","https://www.abgeordnetenwatch.de/profile/katrin-goering-eckardt","Katrin","Göring-Eckardt","f",1966,5,"Bündnis 90/Die Grünen",NA,"MdB, Vizepräsidentin des Deutschen Bundestages",324,313,NA,NA,NA,NA,46024,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/katrin-goering-eckardt",NA,NA,NA,46024,121,"Landesliste Thüringen (Bundestag 2017 - 2021)",1,4317,"193 - Erfurt - Weimar - Weimarer Land II (Bundestag 2017 - 2021)",7.1,NA,"list",50.98527775,11.1259836712837
79454,"Dietmar Bartsch","https://www.abgeordnetenwatch.de/profile/dietmar-bartsch","Dietmar","Bartsch","m",1958,8,"DIE LINKE","Wirtschaftswissenschaftler","MdB, Fraktionsvorsitzender DIE LINKE im Bundestag",180,180,NA,NA,NA,NA,46023,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/dietmar-bartsch",NA,NA,NA,46023,113,"Landesliste Mecklenburg-Vorpommern (Bundestag 2017 - 2021)",1,4138,"14 - Rostock - Landkreis Rostock II (Bundestag 2017 - 2021)",24.8,NA,"list",54.1298294,11.6477211822908
146055,"Amira Mohamed Ali","https://www.abgeordnetenwatch.de/profile/amira-mohamed-ali","Amira","Mohamed Ali","f",1980,229,"BSW","Rechtsanwältin","MdB, Vorsitzende von Bündnis Sahra Wagenknecht",66,61,"Oldenburg",NA,"Ist am 23.10.2023 aus der Partei DIE LINKE ausgetreten. Seit dem 08.01.2024 ist sie Gründungsmitglied und Vorsitzende der Partei Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (BSW).",NA,46022,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/amira-mohamed-ali",NA,NA,NA,46022,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",5,4151,"27 - Oldenburg - Ammerland (Bundestag 2017 - 2021)",8.1,NA,"list",53.1389753,8.2146017
78838,"Rolf Mützenich","https://www.abgeordnetenwatch.de/profile/rolf-muetzenich","Rolf","Mützenich","m",1959,1,"SPD","Poltikwissenschaftler","MdB, Vorsitzender der SPD-Fraktion im Bundestag",357,332,NA,"Dr.",NA,NA,46021,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/rolf-muetzenich",NA,NA,NA,46021,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",60,4219,"95 - Köln III (Bundestag 2017 - 2021)",32.3,NA,"constituency",51.01200285,6.90553512301749
79434,"Ralph Brinkhaus","https://www.abgeordnetenwatch.de/profile/ralph-brinkhaus","Ralph","Brinkhaus","m",1968,2,"CDU","Diplom-Ökonom, Steuerberater","MdB",27,NA,NA,NA,NA,NA,46020,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/ralph-brinkhaus",NA,NA,NA,46020,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",8,4255,"131 - Gütersloh I (Bundestag 2017 - 2021)",46.6,NA,"constituency",51.92858805,8.33261471943106
145835,"Dirk Spaniel","https://www.abgeordnetenwatch.de/profile/dirk-spaniel","Dirk","Spaniel","m",1971,9,"AfD","Dr.-Ing. (Maschinenbau)","MdB",8,6,NA,NA,NA,NA,46015,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/dirk-spaniel",NA,NA,NA,46015,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",10,4382,"258 - Stuttgart I (Bundestag 2017 - 2021)",6.7,NA,"list",48.75133815,9.16451943273259
146166,"Susanne Ferschl","https://www.abgeordnetenwatch.de/profile/susanne-ferschl","Susanne","Ferschl","f",1973,8,"DIE LINKE","Chemielaborantin, Business Coach, Mediatorin","MdB",15,15,NA,NA,NA,NA,46014,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/susanne-ferschl",NA,NA,NA,46014,107,"Landesliste Bayern (Bundestag 2017 - 2021)",3,4381,"257 - Ostallgäu (Bundestag 2017 - 2021)",5.3,NA,"list",47.8025889,10.6259267
79090,"Lisa Paus","https://www.abgeordnetenwatch.de/profile/lisa-paus","Lisa","Paus","f",1968,5,"Bündnis 90/Die Grünen","Diplom Volkswirtin","MdB",180,17,NA,NA,NA,NA,46009,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/lisa-paus",NA,NA,NA,46009,108,"Landesliste Berlin (Bundestag 2017 - 2021)",1,4204,"80 - Berlin-Charlottenburg-Wilmersdorf (Bundestag 2017 - 2021)",13.6,NA,"list",52.5078558,13.2639518
29202,"Beatrix von Storch","https://www.abgeordnetenwatch.de/profile/beatrix-von-storch","Beatrix","von Storch","f",1971,9,"AfD","Juristin","MdB",106,101,"Berlin",NA,NA,NA,45921,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/beatrix-von-storch",NA,NA,NA,45921,108,"Landesliste Berlin (Bundestag 2017 - 2021)",1,4199,"75 - Berlin-Mitte (Bundestag 2017 - 2021)",7.9,NA,"list",52.5170365,13.3888599
146375,"Gerald Ullrich","https://www.abgeordnetenwatch.de/profile/gerald-ullrich","Gerald","Ullrich","m",1962,4,"FDP","Elektronikingenieur","MdB",11,NA,NA,NA,NA,NA,45902,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/gerald-ullrich",NA,NA,NA,45902,121,"Landesliste Thüringen (Bundestag 2017 - 2021)",2,4320,"196 - Suhl - Schmalkalden-Meiningen - Hildburghausen – Sonneberg (Bundestag 2017 - 2021)",4.9,NA,"list",NA,NA
145869,"Torsten Schweiger","https://www.abgeordnetenwatch.de/profile/torsten-schweiger","Torsten","Schweiger","m",1968,2,"CDU","Dipl. Ingenieur","MdB",17,17,NA,NA,NA,NA,45895,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/torsten-schweiger",NA,NA,NA,45895,119,"Landesliste Sachsen-Anhalt (Bundestag 2017 - 2021)",8,4198,"74 - Mansfeld (Bundestag 2017 - 2021)",31,NA,"constituency",51.5929057,11.4529104
108427,"Bernd Riexinger","https://www.abgeordnetenwatch.de/profile/bernd-riexinger","Bernd","Riexinger","m",1955,8,"DIE LINKE","Bankkaufmann, Gewerkschaftssekretär","MdB, Parteivorsitzender der Partei Die Linke ",27,24,"Stuttgart",NA,NA,"Riexinger",45892,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/bernd-riexinger",NA,NA,NA,45892,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",1,4383,"259 - Stuttgart II (Bundestag 2017 - 2021)",8.9,NA,"list",48.7784485,9.1800132
79370,"Michael Frieser","https://www.abgeordnetenwatch.de/profile/michael-frieser","Michael","Frieser","m",1964,3,"CSU","Rechtswissenschaften","MdB",10,9,"Nürnberg",NA,NA,NA,45862,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/michael-frieser",NA,NA,NA,45862,107,"Landesliste Bayern (Bundestag 2017 - 2021)",21,4369,"245 - Nürnberg-Süd (Bundestag 2017 - 2021)",35.6,NA,"constituency",49.453872,11.077298
31751,"Torsten Herbst","https://www.abgeordnetenwatch.de/profile/torsten-herbst","Torsten","Herbst","m",1973,4,"FDP","Dipl. Kaufmann (FH)","MdB",23,21,NA,NA,NA,NA,45860,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/torsten-herbst",NA,NA,NA,45860,118,"Landesliste Sachsen (Bundestag 2017 - 2021)",1,4280,"156 - Bautzen I (Bundestag 2017 - 2021)",5.8,NA,"list",51.2816716,14.2125062882082
79421,"Bernhard Daldrup","https://www.abgeordnetenwatch.de/profile/bernhard-daldrup","Bernhard","Daldrup","m",1956,1,"SPD","Politikwissenschaftler (M.A.)","MdB, Obmann des Ausschusses für Bau, Wohnen, Stadtentwicklung und Kommunen Landesgeschäftsführer der Sozialdemokratischen Gemeinschaft für Kommunalpolitik Nordrhein- Westfalen",22,20,NA,NA,NA,NA,45859,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/bernhard-daldrup",NA,NA,NA,45859,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",7,4254,"130 - Warendorf (Bundestag 2017 - 2021)",27.9,NA,"list",51.9532449,7.9912335
79319,"Frank Heinrich","https://www.abgeordnetenwatch.de/profile/frank-heinrich","Frank","Heinrich","m",1964,2,"CDU","Sozialpädagoge, Theologe","MdB",49,49,"Chemnitz",NA,NA,NA,45858,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/frank-heinrich",NA,NA,NA,45858,118,"Landesliste Sachsen (Bundestag 2017 - 2021)",9,4286,"162 - Chemnitz (Bundestag 2017 - 2021)",26.6,NA,"constituency",50.8323531,12.918914
145808,"Gerold Otten","https://www.abgeordnetenwatch.de/profile/gerold-otten","Gerold","Otten","m",1955,9,"AfD","Oberst d.R. a.D.","Mitglied des Bundestags",5,4,NA,NA,NA,NA,45857,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/gerold-otten",NA,NA,NA,45857,107,"Landesliste Bayern (Bundestag 2017 - 2021)",8,4345,"221 - München-Land (Bundestag 2017 - 2021)",8.4,NA,"list",48.10755665,11.4313523938971
79094,"Markus Paschke","https://www.abgeordnetenwatch.de/profile/markus-paschke","Markus","Paschke","m",1963,1,"SPD","Gewerkschaftssekretär","MdB",5,5,NA,NA,NA,NA,45856,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/markus-paschke","2019-11-04",NA,NA,45856,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",15,4149,"25 - Unterems (Bundestag 2017 - 2021)",28,NA,"moved_up",52.98220965,7.46064478596299
118494,"Erhard Grundl","https://www.abgeordnetenwatch.de/profile/erhard-grundl","Erhard","Grundl","m",1963,5,"Bündnis 90/Die Grünen",NA,"MdB, Sprecher für Kulturpolitik",11,10,NA,NA,NA,NA,45854,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/erhard-grundl",NA,NA,NA,45854,107,"Landesliste Bayern (Bundestag 2017 - 2021)",8,4355,"231 - Straubing (Bundestag 2017 - 2021)",3.6,NA,"list",48.8819801,12.569716
146837,"Isabel Mackensen-Geis","https://www.abgeordnetenwatch.de/profile/isabel-mackensen-geis","Isabel","Mackensen-Geis","f",1986,1,"SPD","Magister Politikwissenschaften und Geschichte","MdB",13,13,NA,NA,NA,NA,45844,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/isabel-mackensen-geis","2019-07-02",NA,NA,45844,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",11,4332,"208 - Neustadt - Speyer (Bundestag 2017 - 2021)",25.3,NA,"moved_up",49.43926505,8.11872052300529
79100,"Henning Otte","https://www.abgeordnetenwatch.de/profile/henning-otte","Henning","Otte","m",1968,2,"CDU","Bankkaufmann, Studium der Rechtswissenschaften","MdB",7,6,"29303 Bergen-Eversen",NA,NA,NA,45837,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/henning-otte",NA,NA,NA,45837,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",11,4168,"44 - Celle - Uelzen (Bundestag 2017 - 2021)",42.7,NA,"constituency",52.7552052,10.0524042
150291,"Norbert Kleinwächter","https://www.abgeordnetenwatch.de/profile/norbert-kleinwaechter","Norbert","Kleinwächter","m",1986,9,"AfD","Lehrer","MdB",11,3,NA,NA,NA,NA,45835,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/norbert-kleinwaechter",NA,NA,NA,45835,109,"Landesliste Brandenburg (Bundestag 2017 - 2021)",5,NA,NA,NA,NA,"list",NA,NA
122063,"Tobias Matthias Peterka","https://www.abgeordnetenwatch.de/profile/tobias-matthias-peterka","Tobias Matthias","Peterka","m",1982,9,"AfD",NA,"MdB",2,2,NA,NA,NA,NA,45830,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/tobias-matthias-peterka",NA,NA,NA,45830,107,"Landesliste Bayern (Bundestag 2017 - 2021)",1,4361,"237 - Bayreuth (Bundestag 2017 - 2021)",9.4,NA,"list",49.9427202,11.5763079
66565,"Zaklin Nastić","https://www.abgeordnetenwatch.de/profile/zaklin-nastic","Zaklin","Nastić","f",1980,229,"BSW","Studium in Slawistik","MdB",40,30,NA,NA,"Ist am 23.10.2023 aus der Partei DIE LINKE ausgetreten. Seit dem 08.01.2024 Mitglied der Partei Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (BSW).",NA,45829,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/zaklin-nastic",NA,NA,NA,45829,111,"Landesliste Hamburg (Bundestag 2017 - 2021)",2,4144,"20 - Hamburg-Eimsbüttel (Bundestag 2017 - 2021)",10.4,NA,"list",53.60628195,9.92298178752683
79123,"Dietrich Monstadt","https://www.abgeordnetenwatch.de/profile/dietrich-monstadt","Dietrich","Monstadt","m",1957,2,"CDU","Jurist","MdB",6,1,NA,NA,NA,NA,45822,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/dietrich-monstadt",NA,NA,NA,45822,113,"Landesliste Mecklenburg-Vorpommern (Bundestag 2017 - 2021)",3,4136,"12 - Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I (Bundestag 2017 - 2021)",32.1,NA,"constituency",53.54825825,11.1460676063108
79014,"Carsten Schneider","https://www.abgeordnetenwatch.de/profile/carsten-schneider","Carsten","Schneider","m",1976,1,"SPD","Bankkaufmann","MdB, Parlamentsgeschäftsführer im Bundestag",32,11,NA,NA,NA,NA,45806,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/carsten-schneider",NA,NA,NA,45806,121,"Landesliste Thüringen (Bundestag 2017 - 2021)",1,4317,"193 - Erfurt - Weimar - Weimarer Land II (Bundestag 2017 - 2021)",18.2,NA,"list",50.98527775,11.1259836712837
78853,"Sylvia Kotting-Uhl","https://www.abgeordnetenwatch.de/profile/sylvia-kotting-uhl","Sylvia","Kotting-Uhl","f",1952,5,"Bündnis 90/Die Grünen","Dramaturgin","MdB",50,49,NA,NA,NA,NA,45787,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sylvia-kotting-uhl",NA,NA,NA,45787,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",3,4395,"271 - Karlsruhe-Stadt (Bundestag 2017 - 2021)",17.6,NA,"list",49.01585255,8.40979805628213
79047,"Albert Rupprecht","https://www.abgeordnetenwatch.de/profile/albert-rupprecht","Albert","Rupprecht","m",1968,3,"CSU","Dipl. Volkswirt","MdB",4,NA,NA,NA,NA,NA,45636,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/albert-rupprecht",NA,NA,NA,45636,107,"Landesliste Bayern (Bundestag 2017 - 2021)",35,4359,"235 - Weiden (Bundestag 2017 - 2021)",46.2,NA,"constituency",46.0634632,13.2358377
79393,"Enak Ferlemann","https://www.abgeordnetenwatch.de/profile/enak-ferlemann","Enak","Ferlemann","m",1963,2,"CDU","Bankkaufmann, Studium der Rechtswissenschaft, Politologie und Philosophie","MdB",5,5,NA,NA,NA,NA,45611,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/enak-ferlemann",NA,NA,NA,45611,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",3,4153,"29 - Cuxhaven - Stade II (Bundestag 2017 - 2021)",42.7,NA,"constituency",NA,NA
150287,"Corinna Miazga","https://www.abgeordnetenwatch.de/profile/corinna-miazga","Corinna","Miazga","f",1983,9,"AfD",NA,"MdB, Landesvorsitzende der AfD in Bayern",5,NA,NA,NA,NA,NA,45592,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/corinna-miazga",NA,NA,NA,45592,107,"Landesliste Bayern (Bundestag 2017 - 2021)",3,NA,NA,NA,NA,"list",NA,NA
146323,"Katharina Willkomm","https://www.abgeordnetenwatch.de/profile/katharina-willkomm","Katharina","Willkomm","f",1987,4,"FDP","Juristin","MdB",2,2,NA,NA,NA,NA,45591,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/katharina-willkomm",NA,NA,NA,45591,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",23,4214,"90 - Düren (Bundestag 2017 - 2021)",5.9,NA,"list",50.8031684,6.4820806
151468,"Gyde Jensen","https://www.abgeordnetenwatch.de/profile/gyde-jensen","Gyde","Jensen","f",1989,4,"FDP","Studium Anglistik, Politikwissenschaft und Internationale Politik","Mitglied des Bundestages",7,6,NA,NA,NA,NA,45587,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/gyde-jensen","2017-09-24",NA,NA,45587,120,"Landesliste Schleswig-Holstein (Bundestag 2017 - 2021)",4,NA,NA,NA,NA,NA,NA,NA
79345,"Oliver Grundmann","https://www.abgeordnetenwatch.de/profile/oliver-grundmann","Oliver","Grundmann","m",1971,2,"CDU","Rechtsanwalt, Chemielaborant","MdB",17,15,"Stade",NA,NA,NA,45581,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/oliver-grundmann",NA,NA,NA,45581,114,"Landesliste Niedersachsen (Bundestag 2017 - 2021)",21,4154,"30 - Stade I - Rotenburg II (Bundestag 2017 - 2021)",44.4,NA,"constituency",53.599794,9.475438
29176,"Sarah Ryglewski","https://www.abgeordnetenwatch.de/profile/sarah-ryglewski","Sarah","Ryglewski","f",1983,1,"SPD","Diplompolitologin","MdB",22,19,"Bremen",NA,NA,NA,45580,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sarah-ryglewski",NA,NA,NA,45580,110,"Landesliste Bremen (Bundestag 2017 - 2021)",1,4178,"54 - Bremen I (Bundestag 2017 - 2021)",30,NA,"constituency",53.0758196,8.8071646
79449,"Sybille Benning","https://www.abgeordnetenwatch.de/profile/sybille-benning","Sybille","Benning","f",1961,2,"CDU","Dipl.-Ing. Landschaftspflegerin","MdB",23,10,NA,NA,NA,NA,45564,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/sybille-benning",NA,NA,NA,45564,115,"Landesliste Nordrhein-Westfalen (Bundestag 2017 - 2021)",29,4253,"129 - Münster (Bundestag 2017 - 2021)",37.2,NA,"constituency",51.9625101,7.6251879
79040,"Tabea Rößner","https://www.abgeordnetenwatch.de/profile/tabea-roessner","Tabea","Rößner","f",1966,5,"Bündnis 90/Die Grünen","Musikwissenschaftlerin (M.A.) und Journalistin","MdB",37,35,NA,NA,NA,NA,45562,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/tabea-roessner",NA,NA,NA,45562,116,"Landesliste Rheinland-Pfalz (Bundestag 2017 - 2021)",1,4329,"205 - Mainz (Bundestag 2017 - 2021)",10.8,NA,"list",50.0012314,8.2762513
146027,"Anna Christmann","https://www.abgeordnetenwatch.de/profile/anna-christmann","Anna","Christmann","f",1983,5,"Bündnis 90/Die Grünen","Promotion","MdB, Politikwissenschaftlerin",19,18,NA,NA,"anna.christmann.wk@bundestag.de",NA,45561,"Bundestag 2017 - 2021","https://www.abgeordnetenwatch.de/profile/anna-christmann",NA,NA,NA,45561,106,"Landesliste Baden-Württemberg (Bundestag 2017 - 2021)",11,4383,"259 - Stuttgart II (Bundestag 2017 - 2021)",15.9,NA,"list",48.81068275,9.17006042769583
